           1 ,        5599
           1 ,        6871
           1 ,        9474
           1 ,        1697
           2 ,        2913
           2 ,        8736
           2 ,        3594
           2 ,        9876
           3 ,        8850
           3 ,        6809
           3 ,        9276
           3 ,        4524
           4 ,        7214
           4 ,        6675
           4 ,        9490
           5 ,        5385
           5 ,        3356
           5 ,        3616
           6 ,        5134
           6 ,        4145
           6 ,        7605
           6 ,        8469
           7 ,        7899
           7 ,        8703
           7 ,        9596
           7 ,        9721
           7 ,        9978
           7 ,        8882
           8 ,        9374
           8 ,        6399
           8 ,        6473
           8 ,         978
           8 ,        8621
           8 ,        8245
           8 ,        4210
           8 ,        1748
           8 ,        8579
           8 ,        9807
           9 ,        7088
           9 ,         618
           9 ,        3880
           9 ,         517
           9 ,        7573
           9 ,        5029
           9 ,         344
           9 ,        8492
           9 ,        4745
           9 ,         546
           9 ,        8735
           9 ,        1131
           9 ,        4122
           9 ,        3831
           9 ,        5202
           9 ,        9785
           9 ,        1490
          10 ,        3114
          10 ,         624
          10 ,        7910
          10 ,        3323
          10 ,        8188
          10 ,        4921
          10 ,        1816
          10 ,        2843
          10 ,        3207
          10 ,        6647
          10 ,        2566
          11 ,         298
          11 ,        1543
          11 ,        3139
          12 ,        8458
          12 ,        6255
          12 ,        3468
          12 ,        6199
          12 ,        4450
          12 ,        6655
          12 ,        7947
          12 ,        9055
          12 ,        9957
          12 ,        8982
          12 ,        3657
          12 ,        3063
          12 ,        7736
          12 ,        9752
          12 ,        2066
          12 ,        7220
          12 ,        5503
          12 ,         202
          12 ,        1626
          12 ,        1667
          12 ,        6788
          12 ,        8281
          12 ,        5371
          13 ,        9688
          13 ,        6103
          13 ,        2038
          14 ,         202
          14 ,        1427
          14 ,        9955
          14 ,        7511
          14 ,        8492
          15 ,        9108
          15 ,        1127
          15 ,        6304
          15 ,        4398
          15 ,        4641
          15 ,        3139
          16 ,        6236
          16 ,        1026
          16 ,        4536
          16 ,         416
          17 ,        7643
          17 ,        6797
          17 ,        5386
          18 ,        4343
