           1 ,        1671
           1 ,        6382
           1 ,        7268
           1 ,        6144
           1 ,        5907
           2 ,        7517
           2 ,        1731
           2 ,        4292
           2 ,        7084
           2 ,        2202
           3 ,        8599
           3 ,        1941
           3 ,        8971
           3 ,        6083
           3 ,        1284
           4 ,        4126
           4 ,         376
           4 ,        7606
           5 ,         960
           5 ,         953
           5 ,        4838
           6 ,        7057
           6 ,        7786
           6 ,        4405
           6 ,        1560
           7 ,        4471
           7 ,        8998
           7 ,        3488
           7 ,        7446
           7 ,        9274
           7 ,        2261
           7 ,        9656
           7 ,        5828
           7 ,        9363
           7 ,        1946
           7 ,        7550
           7 ,        4859
           7 ,        8555
           8 ,        3585
           8 ,        2959
           8 ,        5987
           8 ,         520
           8 ,        5454
           8 ,        6338
           8 ,        1651
           9 ,        5457
           9 ,        9653
           9 ,        5024
           9 ,        1548
           9 ,        3433
           9 ,        1437
           9 ,        3779
           9 ,        5008
           9 ,        2115
           9 ,        8338
           9 ,        7829
           9 ,        6675
           9 ,        4798
           9 ,         245
           9 ,        4086
           9 ,        1327
          10 ,        6796
          10 ,        4278
          10 ,        6670
          10 ,        2893
          10 ,        7723
          10 ,        7320
          10 ,        3047
          10 ,         972
          10 ,        8665
          10 ,        8288
          10 ,        6583
          10 ,        3224
          10 ,        8623
          10 ,        9617
          10 ,        8456
          10 ,        5183
          10 ,        9132
          10 ,        4650
          10 ,        4271
          10 ,        2073
          10 ,        8250
          10 ,        7865
          10 ,        5769
          10 ,        9308
          10 ,        4672
          10 ,        3091
          10 ,        7019
          10 ,        2630
          11 ,        2212
          11 ,        6486
          11 ,        6786
          11 ,        8895
          11 ,        2577
          11 ,        2446
          11 ,        1623
          11 ,        5699
          11 ,        9978
          11 ,        8936
          11 ,        8748
          11 ,        2537
          11 ,        1432
          11 ,        2898
          11 ,        3297
          11 ,        4777
          11 ,        6365
          12 ,        3342
          12 ,        9222
          12 ,        8067
          13 ,        6115
          13 ,        6081
          13 ,        6683
          13 ,        1862
          13 ,        6274
          13 ,        3496
          13 ,        9044
          13 ,        7887
          13 ,        7062
          13 ,        2135
          13 ,        1852
          13 ,        6413
          13 ,        8566
          13 ,        6211
          13 ,        2117
          13 ,        7419
          13 ,        3692
